"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈"
"2015100000","2015年度","01471","北海道 中川町","","1,767",""
"2015100000","2015年度","01472","北海道 幌加内町","","1,525",""
"2015100000","2015年度","01481","北海道 増毛町","","4,497",""
"2015100000","2015年度","01482","北海道 小平町","","3,336",""
"2015100000","2015年度","01483","北海道 苫前町","","3,265",""
"2015100000","2015年度","01484","北海道 羽幌町","","7,327",""
"2015100000","2015年度","01485","北海道 初山別村","","1,217",""
"2015100000","2015年度","01486","北海道 遠別町","","2,806",""
"2015100000","2015年度","01487","北海道 天塩町","","3,243",""
"2015100000","2015年度","01511","北海道 猿払村","","2,684",""
"2015100000","2015年度","01512","北海道 浜頓別町","","3,881",""
"2015100000","2015年度","01513","北海道 中頓別町","","1,757",""
"2015100000","2015年度","01514","北海道 枝幸町","","8,437",""
"2015100000","2015年度","01516","北海道 豊富町","","4,054",""
"2015100000","2015年度","01517","北海道 礼文町","","2,773",""
"2015100000","2015年度","01518","北海道 利尻町","","2,303",""
"2015100000","2015年度","01519","北海道 利尻富士町","","2,787",""
"2015100000","2015年度","01520","北海道 幌延町","","2,447",""
"2015100000","2015年度","01543","北海道 美幌町","","20,296",""
"2015100000","2015年度","01544","北海道 津別町","","5,008",""
"2015100000","2015年度","01545","北海道 斜里町","","12,231",""
"2015100000","2015年度","01546","北海道 清里町","","4,221",""
"2015100000","2015年度","01547","北海道 小清水町","","5,085",""
"2015100000","2015年度","01549","北海道 訓子府町","","5,100",""
"2015100000","2015年度","01550","北海道 置戸町","","3,092",""
"2015100000","2015年度","01552","北海道 佐呂間町","","5,362",""
"2015100000","2015年度","01555","北海道 遠軽町","","20,873",""
"2015100000","2015年度","01559","北海道 湧別町","","9,231",""
"2015100000","2015年度","01560","北海道 滝上町","","2,721",""
"2015100000","2015年度","01561","北海道 興部町","","3,909",""
"2015100000","2015年度","01562","北海道 西興部村","","1,116",""
"2015100000","2015年度","01563","北海道 雄武町","","4,525",""
"2015100000","2015年度","01564","北海道 大空町","","7,360",""
"2015100000","2015年度","01571","北海道 豊浦町","","4,291",""
"2015100000","2015年度","01575","北海道 壮瞥町","","2,922",""
"2015100000","2015年度","01578","北海道 白老町","","17,740",""
"2015100000","2015年度","01581","北海道 厚真町","","4,838",""
"2015100000","2015年度","01584","北海道 洞爺湖町","","9,299",""
"2015100000","2015年度","01585","北海道 安平町","","8,148",""
"2015100000","2015年度","01586","北海道 むかわ町","","8,596",""
"2015100000","2015年度","01601","北海道 日高町","","12,378",""
"2015100000","2015年度","01602","北海道 平取町","","5,315",""
"2015100000","2015年度","01604","北海道 新冠町","","5,592",""
"2015100000","2015年度","01607","北海道 浦河町","","13,075",""
"2015100000","2015年度","01608","北海道 様似町","","4,518",""
"2015100000","2015年度","01609","北海道 えりも町","","4,906",""
"2015100000","2015年度","01610","北海道 新ひだか町","","23,231",""
"2015100000","2015年度","01631","北海道 音更町","","44,807",""
"2015100000","2015年度","01632","北海道 士幌町","","6,132",""
"2015100000","2015年度","01633","北海道 上士幌町","","4,765",""
"2015100000","2015年度","01634","北海道 鹿追町","","5,542",""
"2015100000","2015年度","01635","北海道 新得町","","6,288",""
"2015100000","2015年度","01636","北海道 清水町","","9,599",""
"2015100000","2015年度","01637","北海道 芽室町","","18,484",""
"2015100000","2015年度","01638","北海道 中札内村","","3,966",""
"2015100000","2015年度","01639","北海道 更別村","","3,185",""
"2015100000","2015年度","01641","北海道 大樹町","","5,738",""
"2015100000","2015年度","01642","北海道 広尾町","","7,030",""
"2015100000","2015年度","01643","北海道 幕別町","","26,760",""
"2015100000","2015年度","01644","北海道 池田町","","6,882",""
"2015100000","2015年度","01645","北海道 豊頃町","","3,182",""
"2015100000","2015年度","01646","北海道 本別町","","7,358",""
"2015100000","2015年度","01647","北海道 足寄町","","6,990",""
"2015100000","2015年度","01648","北海道 陸別町","","2,482",""
"2015100000","2015年度","01649","北海道 浦幌町","","4,919",""
"2015100000","2015年度","01661","北海道 釧路町","","19,833",""
"2015100000","2015年度","01662","北海道 厚岸町","","9,778",""
"2015100000","2015年度","01663","北海道 浜中町","","6,061",""
"2015100000","2015年度","01664","北海道 標茶町","","7,742",""
"2015100000","2015年度","01665","北海道 弟子屈町","","7,758",""
"2015100000","2015年度","01667","北海道 鶴居村","","2,534",""
"2015100000","2015年度","01668","北海道 白糠町","","8,068",""
"2015100000","2015年度","01691","北海道 別海町","","15,273",""
"2015100000","2015年度","01692","北海道 中標津町","","23,774",""
"2015100000","2015年度","01693","北海道 標津町","","5,242",""
"2015100000","2015年度","01694","北海道 羅臼町","","5,415",""
"2015100000","2015年度","02201","青森県 青森市","","287,648",""
"2015100000","2015年度","02202","青森県 弘前市","","177,411",""
"2015100000","2015年度","02203","青森県 八戸市","","231,257",""
"2015100000","2015年度","02204","青森県 黒石市","","34,284",""
"2015100000","2015年度","02205","青森県 五所川原市","","55,181",""
"2015100000","2015年度","02206","青森県 十和田市","","63,429",""
"2015100000","2015年度","02207","青森県 三沢市","","40,196",""
"2015100000","2015年度","02208","青森県 むつ市","","58,493",""
"2015100000","2015年度","02209","青森県 つがる市","","33,316",""
"2015100000","2015年度","02210","青森県 平川市","","32,106",""
"2015100000","2015年度","02301","青森県 平内町","","11,142",""
"2015100000","2015年度","02303","青森県 今別町","","2,756",""
"2015100000","2015年度","02304","青森県 蓬田村","","2,896",""
"2015100000","2015年度","02307","青森県 外ヶ浜町","","6,198",""
"2015100000","2015年度","02321","青森県 鰺ヶ沢町","","10,126",""
"2015100000","2015年度","02323","青森県 深浦町","","8,429",""
"2015100000","2015年度","02343","青森県 西目屋村","","1,415",""
"2015100000","2015年度","02361","青森県 藤崎町","","15,179",""
"2015100000","2015年度","02362","青森県 大鰐町","","9,676",""
"2015100000","2015年度","02367","青森県 田舎館村","","7,783",""
"2015100000","2015年度","02381","青森県 板柳町","","13,935",""
"2015100000","2015年度","02384","青森県 鶴田町","","13,392",""
"2015100000","2015年度","02387","青森県 中泊町","","11,187",""
"2015100000","2015年度","02401","青森県 野辺地町","","13,524",""
"2015100000","2015年度","02402","青森県 七戸町","","15,709",""
"2015100000","2015年度","02405","青森県 六戸町","","10,423",""
"2015100000","2015年度","02406","青森県 横浜町","","4,535",""
"2015100000","2015年度","02408","青森県 東北町","","17,955",""
"2015100000","2015年度","02411","青森県 六ヶ所村","","10,536",""
"2015100000","2015年度","02412","青森県 おいらせ町","","24,222",""
"2015100000","2015年度","02423","青森県 大間町","","5,227",""
"2015100000","2015年度","02424","青森県 東通村","","6,607",""
"2015100000","2015年度","02425","青森県 風間浦村","","1,976",""
"2015100000","2015年度","02426","青森県 佐井村","","2,148",""
"2015100000","2015年度","02441","青森県 三戸町","","10,135",""
"2015100000","2015年度","02442","青森県 五戸町","","17,433",""
"2015100000","2015年度","02443","青森県 田子町","","5,554",""
"2015100000","2015年度","02445","青森県 南部町","","18,312",""
"2015100000","2015年度","02446","青森県 階上町","","14,025",""
"2015100000","2015年度","02450","青森県 新郷村","","2,509",""
"2015100000","2015年度","03201","岩手県 盛岡市","","297,631",""
"2015100000","2015年度","03202","岩手県 宮古市","","56,676",""
"2015100000","2015年度","03203","岩手県 大船渡市","","38,058",""
"2015100000","2015年度","03205","岩手県 花巻市","","97,702",""
"2015100000","2015年度","03206","岩手県 北上市","","93,511",""
"2015100000","2015年度","03207","岩手県 久慈市","","35,642",""
"2015100000","2015年度","03208","岩手県 遠野市","","28,062",""
"2015100000","2015年度","03209","岩手県 一関市","","121,583",""
"2015100000","2015年度","03210","岩手県 陸前高田市","","19,758",""
"2015100000","2015年度","03211","岩手県 釜石市","","36,802",""
"2015100000","2015年度","03213","岩手県 二戸市","","27,611",""
"2015100000","2015年度","03214","岩手県 八幡平市","","26,355",""
"2015100000","2015年度","03215","岩手県 奥州市","","119,422",""
"2015100000","2015年度","03216","岩手県 滝沢市","","55,463",""
"2015100000","2015年度","03301","岩手県 雫石町","","16,981",""
"2015100000","2015年度","03302","岩手県 葛巻町","","6,344",""
"2015100000","2015年度","03303","岩手県 岩手町","","13,692",""
"2015100000","2015年度","03321","岩手県 紫波町","","32,614",""
"2015100000","2015年度","03322","岩手県 矢巾町","","27,678",""
"2015100000","2015年度","03366","岩手県 西和賀町","","5,880",""
"2015100000","2015年度","03381","岩手県 金ケ崎町","","15,895",""
"2015100000","2015年度","03402","岩手県 平泉町","","7,868",""
"2015100000","2015年度","03441","岩手県 住田町","","5,720",""
"2015100000","2015年度","03461","岩手県 大槌町","","11,759",""
"2015100000","2015年度","03482","岩手県 山田町","","15,826",""
"2015100000","2015年度","03483","岩手県 岩泉町","","9,841",""
"2015100000","2015年度","03484","岩手県 田野畑村","","3,466",""
"2015100000","2015年度","03485","岩手県 普代村","","2,795",""
"2015100000","2015年度","03501","岩手県 軽米町","","9,333",""
"2015100000","2015年度","03503","岩手県 野田村","","4,149",""
"2015100000","2015年度","03506","岩手県 九戸村","","5,865",""
"2015100000","2015年度","03507","岩手県 洋野町","","16,693",""
"2015100000","2015年度","03524","岩手県 一戸町","","12,919",""
"2015100000","2015年度","04100","宮城県 仙台市","","1,082,159",""
"2015100000","2015年度","04101","宮城県 仙台市 青葉区","","310,183",""
"2015100000","2015年度","04102","宮城県 仙台市 宮城野区","","194,825",""
"2015100000","2015年度","04103","宮城県 仙台市 若林区","","133,498",""
"2015100000","2015年度","04104","宮城県 仙台市 太白区","","226,855",""
"2015100000","2015年度","04105","宮城県 仙台市 泉区","","216,798",""
"2015100000","2015年度","04202","宮城県 石巻市","","147,214",""
"2015100000","2015年度","04203","宮城県 塩竈市","","54,187",""
"2015100000","2015年度","04205","宮城県 気仙沼市","","64,988",""
"2015100000","2015年度","04206","宮城県 白石市","","35,272",""
"2015100000","2015年度","04207","宮城県 名取市","","76,668",""
"2015100000","2015年度","04208","宮城県 角田市","","30,180",""
"2015100000","2015年度","04209","宮城県 多賀城市","","62,096",""
"2015100000","2015年度","04211","宮城県 岩沼市","","44,678",""
"2015100000","2015年度","04212","宮城県 登米市","","81,959",""
"2015100000","2015年度","04213","宮城県 栗原市","","69,906",""
"2015100000","2015年度","04214","宮城県 東松島市","","39,503",""
"2015100000","2015年度","04215","宮城県 大崎市","","133,391",""
"2015100000","2015年度","04216","宮城県 富谷市","","51,591",""
"2015100000","2015年度","04301","宮城県 蔵王町","","12,316",""
"2015100000","2015年度","04302","宮城県 七ヶ宿町","","1,461",""
"2015100000","2015年度","04321","宮城県 大河原町","","23,798",""
"2015100000","2015年度","04322","宮城県 村田町","","11,501",""
"2015100000","2015年度","04323","宮城県 柴田町","","39,525",""
"2015100000","2015年度","04324","宮城県 川崎町","","9,167",""
"2015100000","2015年度","04341","宮城県 丸森町","","13,972",""
"2015100000","2015年度","04361","宮城県 亘理町","","33,589",""
"2015100000","2015年度","04362","宮城県 山元町","","12,315",""
"2015100000","2015年度","04401","宮城県 松島町","","14,421",""
"2015100000","2015年度","04404","宮城県 七ヶ浜町","","18,652",""
"2015100000","2015年度","04406","宮城県 利府町","","35,835",""
"2015100000","2015年度","04421","宮城県 大和町","","28,244",""
"2015100000","2015年度","04422","宮城県 大郷町","","8,370",""
"2015100000","2015年度","04424","宮城県 大衡村","","5,703",""
"2015100000","2015年度","04444","宮城県 色麻町","","7,238",""
"2015100000","2015年度","04445","宮城県 加美町","","23,743",""
"2015100000","2015年度","04501","宮城県 涌谷町","","16,701",""
"2015100000","2015年度","04505","宮城県 美里町","","24,852",""
"2015100000","2015年度","04581","宮城県 女川町","","6,334",""
"2015100000","2015年度","04606","宮城県 南三陸町","","12,370",""
"2015100000","2015年度","05201","秋田県 秋田市","","315,814",""
"2015100000","2015年度","05202","秋田県 能代市","","54,730",""
"2015100000","2015年度","05203","秋田県 横手市","","92,197",""
"2015100000","2015年度","05204","秋田県 大館市","","74,175",""
"2015100000","2015年度","05206","秋田県 男鹿市","","28,375",""
"2015100000","2015年度","05207","秋田県 湯沢市","","46,613",""
"2015100000","2015年度","05209","秋田県 鹿角市","","32,038",""
"2015100000","2015年度","05210","秋田県 由利本荘市","","79,927",""
"2015100000","2015年度","05211","秋田県 潟上市","","33,083",""
"2015100000","2015年度","05212","秋田県 大仙市","","82,783",""
"2015100000","2015年度","05213","秋田県 北秋田市","","33,224",""
"2015100000","2015年度","05214","秋田県 にかほ市","","25,324",""
"2015100000","2015年度","05215","秋田県 仙北市","","27,523",""
"2015100000","2015年度","05303","秋田県 小坂町","","5,339",""
"2015100000","2015年度","05327","秋田県 上小阿仁村","","2,381",""
"2015100000","2015年度","05346","秋田県 藤里町","","3,359",""
"2015100000","2015年度","05348","秋田県 三種町","","17,078",""
"2015100000","2015年度","05349","秋田県 八峰町","","7,309",""
"2015100000","2015年度","05361","秋田県 五城目町","","9,463",""
"2015100000","2015年度","05363","秋田県 八郎潟町","","6,080",""
"2015100000","2015年度","05366","秋田県 井川町","","4,986",""
"2015100000","2015年度","05368","秋田県 大潟村","","3,110",""
"2015100000","2015年度","05434","秋田県 美郷町","","20,279",""
"2015100000","2015年度","05463","秋田県 羽後町","","15,319",""
"2015100000","2015年度","05464","秋田県 東成瀬村","","2,610",""
"2015100000","2015年度","06201","山形県 山形市","","253,832",""
"2015100000","2015年度","06202","山形県 米沢市","","85,953",""
"2015100000","2015年度","06203","山形県 鶴岡市","","129,652",""
"2015100000","2015年度","06204","山形県 酒田市","","106,244",""
"2015100000","2015年度","06205","山形県 新庄市","","36,894",""
"2015100000","2015年度","06206","山形県 寒河江市","","41,256",""
"2015100000","2015年度","06207","山形県 上山市","","31,569",""
"2015100000","2015年度","06208","山形県 村山市","","24,684",""
"2015100000","2015年度","06209","山形県 長井市","","27,757",""
"2015100000","2015年度","06210","山形県 天童市","","62,194",""
"2015100000","2015年度","06211","山形県 東根市","","47,768",""
"2015100000","2015年度","06212","山形県 尾花沢市","","16,953",""
"2015100000","2015年度","06213","山形県 南陽市","","32,285",""
"2015100000","2015年度","06301","山形県 山辺町","","14,369",""
"2015100000","2015年度","06302","山形県 中山町","","11,363",""
"2015100000","2015年度","06321","山形県 河北町","","18,952",""
"2015100000","2015年度","06322","山形県 西川町","","5,636",""
"2015100000","2015年度","06323","山形県 朝日町","","7,119",""
"2015100000","2015年度","06324","山形県 大江町","","8,472",""
"2015100000","2015年度","06341","山形県 大石田町","","7,357",""
"2015100000","2015年度","06361","山形県 金山町","","5,829",""
"2015100000","2015年度","06362","山形県 最上町","","8,902",""
"2015100000","2015年度","06363","山形県 舟形町","","5,631",""
"2015100000","2015年度","06364","山形県 真室川町","","8,137",""
"2015100000","2015年度","06365","山形県 大蔵村","","3,412",""
"2015100000","2015年度","06366","山形県 鮭川村","","4,317",""
"2015100000","2015年度","06367","山形県 戸沢村","","4,773",""
"2015100000","2015年度","06381","山形県 高畠町","","23,882",""
"2015100000","2015年度","06382","山形県 川西町","","15,751",""
"2015100000","2015年度","06401","山形県 小国町","","7,868",""
"2015100000","2015年度","06402","山形県 白鷹町","","14,175",""
"2015100000","2015年度","06403","山形県 飯豊町","","7,304",""
"2015100000","2015年度","06426","山形県 三川町","","7,728",""
"2015100000","2015年度","06428","山形県 庄内町","","21,666",""
"2015100000","2015年度","06461","山形県 遊佐町","","14,207",""
"2015100000","2015年度","07201","福島県 福島市","","294,247",""
"2015100000","2015年度","07202","福島県 会津若松市","","124,062",""
"2015100000","2015年度","07203","福島県 郡山市","","335,444",""
"2015100000","2015年度","07204","福島県 いわき市","","350,237",""
"2015100000","2015年度","07205","福島県 白河市","","61,913",""
"2015100000","2015年度","07207","福島県 須賀川市","","77,441",""
"2015100000","2015年度","07208","福島県 喜多方市","","49,377",""
"2015100000","2015年度","07209","福島県 相馬市","","38,556",""
"2015100000","2015年度","07210","福島県 二本松市","","58,162",""
"2015100000","2015年度","07211","福島県 田村市","","38,503",""
"2015100000","2015年度","07212","福島県 南相馬市","","57,797",""
"2015100000","2015年度","07213","福島県 伊達市","","62,400",""
"2015100000","2015年度","07214","福島県 本宮市","","30,924",""
"2015100000","2015年度","07301","福島県 桑折町","","12,271",""
"2015100000","2015年度","07303","福島県 国見町","","9,512",""
"2015100000","2015年度","07308","福島県 川俣町","","14,452",""
"2015100000","2015年度","07322","福島県 大玉村","","8,679",""
"2015100000","2015年度","07342","福島県 鏡石町","","12,486",""
"2015100000","2015年度","07344","福島県 天栄村","","5,611",""
"2015100000","2015年度","07362","福島県 下郷町","","5,800",""
"2015100000","2015年度","07364","福島県 檜枝岐村","","615",""
"2015100000","2015年度","07367","福島県 只見町","","4,470",""
"2015100000","2015年度","07368","福島県 南会津町","","16,264",""
"2015100000","2015年度","07402","福島県 北塩原村","","2,831",""
"2015100000","2015年度","07405","福島県 西会津町","","6,582",""
"2015100000","2015年度","07407","福島県 磐梯町","","3,579",""
"2015100000","2015年度","07408","福島県 猪苗代町","","15,037",""
"2015100000","2015年度","07421","福島県 会津坂下町","","16,303",""
"2015100000","2015年度","07422","福島県 湯川村","","3,206",""
"2015100000","2015年度","07423","福島県 柳津町","","3,536",""
"2015100000","2015年度","07444","福島県 三島町","","1,668",""
"2015100000","2015年度","07445","福島県 金山町","","2,189",""
"2015100000","2015年度","07446","福島県 昭和村","","1,322",""
"2015100000","2015年度","07447","福島県 会津美里町","","20,913",""
"2015100000","2015年度","07461","福島県 西郷村","","20,322",""
"2015100000","2015年度","07464","福島県 泉崎村","","6,495",""
"2015100000","2015年度","07465","福島県 中島村","","5,001",""
"2015100000","2015年度","07466","福島県 矢吹町","","17,370",""
"2015100000","2015年度","07481","福島県 棚倉町","","14,295",""
"2015100000","2015年度","07482","福島県 矢祭町","","5,950",""
"2015100000","2015年度","07483","福島県 塙町","","9,157",""
"2015100000","2015年度","07484","福島県 鮫川村","","3,577",""
"2015100000","2015年度","07501","福島県 石川町","","15,880",""
"2015100000","2015年度","07502","福島県 玉川村","","6,777",""
"2015100000","2015年度","07503","福島県 平田村","","6,505",""
"2015100000","2015年度","07504","福島県 浅川町","","6,577",""
"2015100000","2015年度","07505","福島県 古殿町","","5,373",""
"2015100000","2015年度","07521","福島県 三春町","","18,304",""
"2015100000","2015年度","07522","福島県 小野町","","10,475",""
"2015100000","2015年度","07541","福島県 広野町","","4,319",""
"2015100000","2015年度","07542","福島県 楢葉町","","975",""
"2015100000","2015年度","07543","福島県 富岡町","","0",""
"2015100000","2015年度","07544","福島県 川内村","","2,021",""
"2015100000","2015年度","07545","福島県 大熊町","","0",""
"2015100000","2015年度","07546","福島県 双葉町","","0",""
"2015100000","2015年度","07547","福島県 浪江町","","0",""
"2015100000","2015年度","07548","福島県 葛尾村","","18",""
"2015100000","2015年度","07561","福島県 新地町","","8,218",""
"2015100000","2015年度","07564","福島県 飯舘村","","41",""
"2015100000","2015年度","08201","茨城県 水戸市","","270,783",""
"2015100000","2015年度","08202","茨城県 日立市","","185,054",""
"2015100000","2015年度","08203","茨城県 土浦市","","140,804",""
"2015100000","2015年度","08204","茨城県 古河市","","140,946",""
"2015100000","2015年度","08205","茨城県 石岡市","","76,020",""
"2015100000","2015年度","08207","茨城県 結城市","","51,594",""
"2015100000","2015年度","08208","茨城県 龍ケ崎市","","78,342",""
"2015100000","2015年度","08210","茨城県 下妻市","","43,293",""
"2015100000","2015年度","08211","茨城県 常総市","","61,483",""
"2015100000","2015年度","08212","茨城県 常陸太田市","","52,294",""
"2015100000","2015年度","08214","茨城県 高萩市","","29,638",""
"2015100000","2015年度","08215","茨城県 北茨城市","","44,412",""
"2015100000","2015年度","08216","茨城県 笠間市","","76,739",""
"2015100000","2015年度","08217","茨城県 取手市","","106,570",""
"2015100000","2015年度","08219","茨城県 牛久市","","84,317",""
"2015100000","2015年度","08220","茨城県 つくば市","","226,963",""
"2015100000","2015年度","08221","茨城県 ひたちなか市","","155,689",""
"2015100000","2015年度","08222","茨城県 鹿嶋市","","67,879",""
"2015100000","2015年度","08223","茨城県 潮来市","","29,111",""
"2015100000","2015年度","08224","茨城県 守谷市","","64,753",""
"2015100000","2015年度","08225","茨城県 常陸大宮市","","42,587",""
"2015100000","2015年度","08226","茨城県 那珂市","","54,276",""
"2015100000","2015年度","08227","茨城県 筑西市","","104,573",""
"2015100000","2015年度","08228","茨城県 坂東市","","54,087",""
"2015100000","2015年度","08229","茨城県 稲敷市","","42,810",""
"2015100000","2015年度","08230","茨城県 かすみがうら市","","42,147",""
"2015100000","2015年度","08231","茨城県 桜川市","","42,632",""
"2015100000","2015年度","08232","茨城県 神栖市","","94,522",""
"2015100000","2015年度","08233","茨城県 行方市","","34,909",""
"2015100000","2015年度","08234","茨城県 鉾田市","","48,147",""
"2015100000","2015年度","08235","茨城県 つくばみらい市","","49,136",""
"2015100000","2015年度","08236","茨城県 小美玉市","","50,911",""
"2015100000","2015年度","08302","茨城県 茨城町","","32,921",""
"2015100000","2015年度","08309","茨城県 大洗町","","16,886",""
"2015100000","2015年度","08310","茨城県 城里町","","19,800",""
"2015100000","2015年度","08341","茨城県 東海村","","37,713",""
"2015100000","2015年度","08364","茨城県 大子町","","18,053",""
"2015100000","2015年度","08442","茨城県 美浦村","","15,842",""
"2015100000","2015年度","08443","茨城県 阿見町","","47,535",""
"2015100000","2015年度","08447","茨城県 河内町","","9,168",""
"2015100000","2015年度","08521","茨城県 八千代町","","22,021",""
"2015100000","2015年度","08542","茨城県 五霞町","","8,786",""
"2015100000","2015年度","08546","茨城県 境町","","24,517",""
"2015100000","2015年度","08564","茨城県 利根町","","16,313",""
"2015100000","2015年度","09201","栃木県 宇都宮市","","518,594",""
"2015100000","2015年度","09202","栃木県 足利市","","149,452",""
"2015100000","2015年度","09203","栃木県 栃木市","","159,211",""
"2015100000","2015年度","09204","栃木県 佐野市","","118,919",""
"2015100000","2015年度","09205","栃木県 鹿沼市","","98,374",""
"2015100000","2015年度","09206","栃木県 日光市","","83,386",""
"2015100000","2015年度","09208","栃木県 小山市","","166,760",""
"2015100000","2015年度","09209","栃木県 真岡市","","79,539",""
"2015100000","2015年度","09210","栃木県 大田原市","","75,457",""
"2015100000","2015年度","09211","栃木県 矢板市","","33,354",""
"2015100000","2015年度","09213","栃木県 那須塩原市","","117,146",""
"2015100000","2015年度","09214","栃木県 さくら市","","44,901",""
"2015100000","2015年度","09215","栃木県 那須烏山市","","27,047",""
"2015100000","2015年度","09216","栃木県 下野市","","59,431",""
"2015100000","2015年度","09301","栃木県 上三川町","","31,046",""
"2015100000","2015年度","09342","栃木県 益子町","","23,281",""
"2015100000","2015年度","09343","栃木県 茂木町","","13,188",""
"2015100000","2015年度","09344","栃木県 市貝町","","11,720",""
"2015100000","2015年度","09345","栃木県 芳賀町","","15,189",""
"2015100000","2015年度","09361","栃木県 壬生町","","39,951",""
"2015100000","2015年度","09364","栃木県 野木町","","25,292",""
"2015100000","2015年度","09384","栃木県 塩谷町","","11,495",""
"2015100000","2015年度","09386","栃木県 高根沢町","","29,639",""
"2015100000","2015年度","09407","栃木県 那須町","","24,919",""
"2015100000","2015年度","09411","栃木県 那珂川町","","16,964",""
"2015100000","2015年度","10201","群馬県 前橋市","","336,154",""
"2015100000","2015年度","10202","群馬県 高崎市","","370,884",""
"2015100000","2015年度","10203","群馬県 桐生市","","114,714",""
"2015100000","2015年度","10204","群馬県 伊勢崎市","","208,814",""
"2015100000","2015年度","10205","群馬県 太田市","","219,807",""
"2015100000","2015年度","10206","群馬県 沼田市","","48,676",""
"2015100000","2015年度","10207","群馬県 館林市","","76,667",""
"2015100000","2015年度","10208","群馬県 渋川市","","78,391",""
"2015100000","2015年度","10209","群馬県 藤岡市","","65,708",""
"2015100000","2015年度","10210","群馬県 富岡市","","49,746",""
"2015100000","2015年度","10211","群馬県 安中市","","58,531",""
"2015100000","2015年度","10212","群馬県 みどり市","","50,906",""
"2015100000","2015年度","10344","群馬県 榛東村","","14,329",""
"2015100000","2015年度","10345","群馬県 吉岡町","","21,080",""
"2015100000","2015年度","10366","群馬県 上野村","","1,230",""
"2015100000","2015年度","10367","群馬県 神流町","","1,954",""
"2015100000","2015年度","10382","群馬県 下仁田町","","7,564",""
"2015100000","2015年度","10383","群馬県 南牧村","","1,979",""
"2015100000","2015年度","10384","群馬県 甘楽町","","13,200",""
"2015100000","2015年度","10421","群馬県 中之条町","","16,850",""
"2015100000","2015年度","10424","群馬県 長野原町","","5,536",""
"2015100000","2015年度","10425","群馬県 嬬恋村","","9,780",""
"2015100000","2015年度","10426","群馬県 草津町","","6,518",""
"2015100000","2015年度","10428","群馬県 高山村","","3,674",""
"2015100000","2015年度","10429","群馬県 東吾妻町","","14,033",""
"2015100000","2015年度","10443","群馬県 片品村","","4,390",""
"2015100000","2015年度","10444","群馬県 川場村","","3,647",""
"2015100000","2015年度","10448","群馬県 昭和村","","7,347",""
"2015100000","2015年度","10449","群馬県 みなかみ町","","19,347",""
"2015100000","2015年度","10464","群馬県 玉村町","","36,654",""
"2015100000","2015年度","10521","群馬県 板倉町","","15,015",""
"2015100000","2015年度","10522","群馬県 明和町","","11,044",""
"2015100000","2015年度","10523","群馬県 千代田町","","11,318",""
"2015100000","2015年度","10524","群馬県 大泉町","","41,202",""
"2015100000","2015年度","10525","群馬県 邑楽町","","26,426",""
"2015100000","2015年度","11100","埼玉県 さいたま市","","1,263,979",""
"2015100000","2015年度","11101","埼玉県 さいたま市 西区","","87,146",""
"2015100000","2015年度","11102","埼玉県 さいたま市 北区","","143,446",""
"2015100000","2015年度","11103","埼玉県 さいたま市 大宮区","","113,864",""
"2015100000","2015年度","11104","埼玉県 さいたま市 見沼区","","161,960",""
"2015100000","2015年度","11105","埼玉県 さいたま市 中央区","","98,762",""
"2015100000","2015年度","11106","埼玉県 さいたま市 桜区","","97,910",""
"2015100000","2015年度","11107","埼玉県 さいたま市 浦和区","","154,416",""
"2015100000","2015年度","11108","埼玉県 さいたま市 南区","","180,152",""
"2015100000","2015年度","11109","埼玉県 さいたま市 緑区","","116,522",""
"2015100000","2015年度","11110","埼玉県 さいたま市 岩槻区","","109,801",""
"2015100000","2015年度","11201","埼玉県 川越市","","350,745",""
"2015100000","2015年度","11202","埼玉県 熊谷市","","198,742",""
"2015100000","2015年度","11203","埼玉県 川口市","","578,112",""
"2015100000","2015年度","11206","埼玉県 行田市","","82,113",""
"2015100000","2015年度","11207","埼玉県 秩父市","","63,555",""
"2015100000","2015年度","11208","埼玉県 所沢市","","340,386",""
"2015100000","2015年度","11209","埼玉県 飯能市","","80,715",""
"2015100000","2015年度","11210","埼玉県 加須市","","112,229",""
"2015100000","2015年度","11211","埼玉県 本庄市","","77,881",""
"2015100000","2015年度","11212","埼玉県 東松山市","","91,437",""
"2015100000","2015年度","11214","埼玉県 春日部市","","232,709",""
"2015100000","2015年度","11215","埼玉県 狭山市","","152,405",""
"2015100000","2015年度","11216","埼玉県 羽生市","","54,874",""
"2015100000","2015年度","11217","埼玉県 鴻巣市","","118,072",""
"2015100000","2015年度","11218","埼玉県 深谷市","","143,811",""
"2015100000","2015年度","11219","埼玉県 上尾市","","225,196",""
"2015100000","2015年度","11221","埼玉県 草加市","","247,034",""
"2015100000","2015年度","11222","埼玉県 越谷市","","337,498",""
"2015100000","2015年度","11223","埼玉県 蕨市","","72,260",""
"2015100000","2015年度","11224","埼玉県 戸田市","","136,150",""
"2015100000","2015年度","11225","埼玉県 入間市","","148,390",""
"2015100000","2015年度","11227","埼玉県 朝霞市","","136,299",""
"2015100000","2015年度","11228","埼玉県 志木市","","72,676",""
"2015100000","2015年度","11229","埼玉県 和光市","","80,826",""
"2015100000","2015年度","11230","埼玉県 新座市","","162,122",""
