"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈"
"1980100000","1980年度","08205","茨城県 石岡市","","76,137",""
"1980100000","1980年度","08207","茨城県 結城市","","49,387",""
"1980100000","1980年度","08208","茨城県 龍ケ崎市","","43,132",""
"1980100000","1980年度","08210","茨城県 下妻市","","39,337",""
"1980100000","1980年度","08211","茨城県 常総市","","60,809",""
"1980100000","1980年度","08212","茨城県 常陸太田市","","59,503",""
"1980100000","1980年度","08214","茨城県 高萩市","","32,436",""
"1980100000","1980年度","08215","茨城県 北茨城市","","47,670",""
"1980100000","1980年度","08216","茨城県 笠間市","","73,070",""
"1980100000","1980年度","08217","茨城県 取手市","","97,715",""
"1980100000","1980年度","08219","茨城県 牛久市","","40,164",""
"1980100000","1980年度","08220","茨城県 つくば市","","127,402",""
"1980100000","1980年度","08221","茨城県 ひたちなか市","","125,945",""
"1980100000","1980年度","08222","茨城県 鹿嶋市","","51,355",""
"1980100000","1980年度","08223","茨城県 潮来市","","29,075",""
"1980100000","1980年度","08224","茨城県 守谷市","","17,585",""
"1980100000","1980年度","08225","茨城県 常陸大宮市","","50,332",""
"1980100000","1980年度","08226","茨城県 那珂市","","44,768",""
"1980100000","1980年度","08227","茨城県 筑西市","","110,846",""
"1980100000","1980年度","08228","茨城県 坂東市","","55,204",""
"1980100000","1980年度","08229","茨城県 稲敷市","","43,257",""
"1980100000","1980年度","08230","茨城県 かすみがうら市","","38,797",""
"1980100000","1980年度","08231","茨城県 桜川市","","51,171",""
"1980100000","1980年度","08232","茨城県 神栖市","","67,364",""
"1980100000","1980年度","08233","茨城県 行方市","","42,660",""
"1980100000","1980年度","08234","茨城県 鉾田市","","47,731",""
"1980100000","1980年度","08235","茨城県 つくばみらい市","","32,917",""
"1980100000","1980年度","08236","茨城県 小美玉市","","44,371",""
"1980100000","1980年度","08302","茨城県 茨城町","","32,901",""
"1980100000","1980年度","08309","茨城県 大洗町","","21,244",""
"1980100000","1980年度","08310","茨城県 城里町","","20,461",""
"1980100000","1980年度","08341","茨城県 東海村","","29,197",""
"1980100000","1980年度","08364","茨城県 大子町","","29,524",""
"1980100000","1980年度","08442","茨城県 美浦村","","13,509",""
"1980100000","1980年度","08443","茨城県 阿見町","","33,720",""
"1980100000","1980年度","08447","茨城県 河内町","","11,516",""
"1980100000","1980年度","08521","茨城県 八千代町","","22,845",""
"1980100000","1980年度","08542","茨城県 五霞町","","8,645",""
"1980100000","1980年度","08546","茨城県 境町","","25,696",""
"1980100000","1980年度","08564","茨城県 利根町","","14,378",""
"1980100000","1980年度","09201","栃木県 宇都宮市","","408,908",""
"1980100000","1980年度","09202","栃木県 足利市","","165,756",""
"1980100000","1980年度","09203","栃木県 栃木市","","168,423",""
"1980100000","1980年度","09204","栃木県 佐野市","","124,331",""
"1980100000","1980年度","09205","栃木県 鹿沼市","","95,999",""
"1980100000","1980年度","09206","栃木県 日光市","","97,515",""
"1980100000","1980年度","09208","栃木県 小山市","","127,226",""
"1980100000","1980年度","09209","栃木県 真岡市","","69,967",""
"1980100000","1980年度","09210","栃木県 大田原市","","71,276",""
"1980100000","1980年度","09211","栃木県 矢板市","","32,747",""
"1980100000","1980年度","09213","栃木県 那須塩原市","","85,436",""
"1980100000","1980年度","09214","栃木県 さくら市","","34,820",""
"1980100000","1980年度","09215","栃木県 那須烏山市","","33,562",""
"1980100000","1980年度","09216","栃木県 下野市","","43,641",""
"1980100000","1980年度","09301","栃木県 上三川町","","24,597",""
"1980100000","1980年度","09342","栃木県 益子町","","22,104",""
"1980100000","1980年度","09343","栃木県 茂木町","","20,051",""
"1980100000","1980年度","09344","栃木県 市貝町","","10,459",""
"1980100000","1980年度","09345","栃木県 芳賀町","","16,669",""
"1980100000","1980年度","09361","栃木県 壬生町","","35,037",""
"1980100000","1980年度","09364","栃木県 野木町","","16,454",""
"1980100000","1980年度","09384","栃木県 塩谷町","","14,930",""
"1980100000","1980年度","09386","栃木県 高根沢町","","22,765",""
"1980100000","1980年度","09407","栃木県 那須町","","26,824",""
"1980100000","1980年度","09411","栃木県 那珂川町","","22,704",""
"1980100000","1980年度","10201","群馬県 前橋市","","311,121",""
"1980100000","1980年度","10202","群馬県 高崎市","","323,403",""
"1980100000","1980年度","10203","群馬県 桐生市","","147,744",""
"1980100000","1980年度","10204","群馬県 伊勢崎市","","159,069",""
"1980100000","1980年度","10205","群馬県 太田市","","175,381",""
"1980100000","1980年度","10206","群馬県 沼田市","","56,828",""
"1980100000","1980年度","10207","群馬県 館林市","","70,245",""
"1980100000","1980年度","10208","群馬県 渋川市","","88,838",""
"1980100000","1980年度","10209","群馬県 藤岡市","","63,594",""
"1980100000","1980年度","10210","群馬県 富岡市","","53,200",""
"1980100000","1980年度","10211","群馬県 安中市","","62,274",""
"1980100000","1980年度","10212","群馬県 みどり市","","44,064",""
"1980100000","1980年度","10344","群馬県 榛東村","","10,030",""
"1980100000","1980年度","10345","群馬県 吉岡町","","11,501",""
"1980100000","1980年度","10366","群馬県 上野村","","2,309",""
"1980100000","1980年度","10367","群馬県 神流町","","5,469",""
"1980100000","1980年度","10382","群馬県 下仁田町","","15,228",""
"1980100000","1980年度","10383","群馬県 南牧村","","5,893",""
"1980100000","1980年度","10384","群馬県 甘楽町","","13,937",""
"1980100000","1980年度","10421","群馬県 中之条町","","22,618",""
"1980100000","1980年度","10424","群馬県 長野原町","","7,237",""
"1980100000","1980年度","10425","群馬県 嬬恋村","","10,737",""
"1980100000","1980年度","10426","群馬県 草津町","","9,341",""
"1980100000","1980年度","10428","群馬県 高山村","","4,788",""
"1980100000","1980年度","10429","群馬県 東吾妻町","","19,975",""
"1980100000","1980年度","10443","群馬県 片品村","","6,134",""
"1980100000","1980年度","10444","群馬県 川場村","","3,905",""
"1980100000","1980年度","10448","群馬県 昭和村","","8,263",""
"1980100000","1980年度","10449","群馬県 みなかみ町","","28,123",""
"1980100000","1980年度","10464","群馬県 玉村町","","17,643",""
"1980100000","1980年度","10521","群馬県 板倉町","","16,024",""
"1980100000","1980年度","10522","群馬県 明和町","","9,815",""
"1980100000","1980年度","10523","群馬県 千代田町","","10,680",""
"1980100000","1980年度","10524","群馬県 大泉町","","31,282",""
"1980100000","1980年度","10525","群馬県 邑楽町","","21,869",""
"1980100000","1980年度","11100","埼玉県 さいたま市","","879,291",""
"1980100000","1980年度","11101","埼玉県 さいたま市 西区","","-",""
"1980100000","1980年度","11102","埼玉県 さいたま市 北区","","-",""
"1980100000","1980年度","11103","埼玉県 さいたま市 大宮区","","-",""
"1980100000","1980年度","11104","埼玉県 さいたま市 見沼区","","-",""
"1980100000","1980年度","11105","埼玉県 さいたま市 中央区","","-",""
"1980100000","1980年度","11106","埼玉県 さいたま市 桜区","","-",""
"1980100000","1980年度","11107","埼玉県 さいたま市 浦和区","","-",""
"1980100000","1980年度","11108","埼玉県 さいたま市 南区","","-",""
"1980100000","1980年度","11109","埼玉県 さいたま市 緑区","","-",""
"1980100000","1980年度","11110","埼玉県 さいたま市 岩槻区","","-",""
"1980100000","1980年度","11201","埼玉県 川越市","","259,314",""
"1980100000","1980年度","11202","埼玉県 熊谷市","","178,610",""
"1980100000","1980年度","11203","埼玉県 川口市","","435,310",""
"1980100000","1980年度","11206","埼玉県 行田市","","76,960",""
"1980100000","1980年度","11207","埼玉県 秩父市","","76,875",""
"1980100000","1980年度","11208","埼玉県 所沢市","","236,476",""
"1980100000","1980年度","11209","埼玉県 飯能市","","63,902",""
"1980100000","1980年度","11210","埼玉県 加須市","","86,506",""
"1980100000","1980年度","11211","埼玉県 本庄市","","72,089",""
"1980100000","1980年度","11212","埼玉県 東松山市","","63,889",""
"1980100000","1980年度","11214","埼玉県 春日部市","","187,913",""
"1980100000","1980年度","11215","埼玉県 狭山市","","124,029",""
"1980100000","1980年度","11216","埼玉県 羽生市","","48,488",""
"1980100000","1980年度","11217","埼玉県 鴻巣市","","86,854",""
"1980100000","1980年度","11218","埼玉県 深谷市","","120,931",""
"1980100000","1980年度","11219","埼玉県 上尾市","","166,243",""
"1980100000","1980年度","11221","埼玉県 草加市","","186,618",""
"1980100000","1980年度","11222","埼玉県 越谷市","","223,241",""
"1980100000","1980年度","11223","埼玉県 蕨市","","70,876",""
"1980100000","1980年度","11224","埼玉県 戸田市","","78,435",""
"1980100000","1980年度","11225","埼玉県 入間市","","104,034",""
"1980100000","1980年度","11227","埼玉県 朝霞市","","90,088",""
"1980100000","1980年度","11228","埼玉県 志木市","","50,925",""
"1980100000","1980年度","11229","埼玉県 和光市","","49,713",""
"1980100000","1980年度","11230","埼玉県 新座市","","119,309",""
"1980100000","1980年度","11231","埼玉県 桶川市","","55,747",""
"1980100000","1980年度","11232","埼玉県 久喜市","","114,920",""
"1980100000","1980年度","11233","埼玉県 北本市","","50,888",""
"1980100000","1980年度","11234","埼玉県 八潮市","","62,734",""
"1980100000","1980年度","11235","埼玉県 富士見市","","79,591",""
"1980100000","1980年度","11237","埼玉県 三郷市","","98,223",""
"1980100000","1980年度","11238","埼玉県 蓮田市","","45,594",""
"1980100000","1980年度","11239","埼玉県 坂戸市","","77,335",""
"1980100000","1980年度","11240","埼玉県 幸手市","","49,704",""
"1980100000","1980年度","11241","埼玉県 鶴ヶ島市","","35,842",""
"1980100000","1980年度","11242","埼玉県 日高市","","43,219",""
"1980100000","1980年度","11243","埼玉県 吉川市","","38,894",""
"1980100000","1980年度","11245","埼玉県 ふじみ野市","","93,467",""
"1980100000","1980年度","11246","埼玉県 白岡市","","31,624",""
"1980100000","1980年度","11301","埼玉県 伊奈町","","21,005",""
"1980100000","1980年度","11324","埼玉県 三芳町","","28,978",""
"1980100000","1980年度","11326","埼玉県 毛呂山町","","31,197",""
"1980100000","1980年度","11327","埼玉県 越生町","","11,361",""
"1980100000","1980年度","11341","埼玉県 滑川町","","9,295",""
"1980100000","1980年度","11342","埼玉県 嵐山町","","16,080",""
"1980100000","1980年度","11343","埼玉県 小川町","","27,045",""
"1980100000","1980年度","11346","埼玉県 川島町","","17,393",""
"1980100000","1980年度","11347","埼玉県 吉見町","","16,107",""
"1980100000","1980年度","11348","埼玉県 鳩山町","","10,301",""
"1980100000","1980年度","11349","埼玉県 ときがわ町","","11,131",""
"1980100000","1980年度","11361","埼玉県 横瀬町","","9,511",""
"1980100000","1980年度","11362","埼玉県 皆野町","","12,817",""
"1980100000","1980年度","11363","埼玉県 長瀞町","","8,908",""
"1980100000","1980年度","11365","埼玉県 小鹿野町","","16,190",""
"1980100000","1980年度","11369","埼玉県 東秩父村","","4,704",""
"1980100000","1980年度","11381","埼玉県 美里町","","11,030",""
"1980100000","1980年度","11383","埼玉県 神川町","","12,012",""
"1980100000","1980年度","11385","埼玉県 上里町","","19,700",""
"1980100000","1980年度","11408","埼玉県 寄居町","","28,469",""
"1980100000","1980年度","11442","埼玉県 宮代町","","29,537",""
"1980100000","1980年度","11464","埼玉県 杉戸町","","34,546",""
"1980100000","1980年度","11465","埼玉県 松伏町","","18,462",""
"1980100000","1980年度","12100","千葉県 千葉市","","746,430",""
"1980100000","1980年度","12101","千葉県 千葉市 中央区","","-",""
"1980100000","1980年度","12102","千葉県 千葉市 花見川区","","-",""
"1980100000","1980年度","12103","千葉県 千葉市 稲毛区","","-",""
"1980100000","1980年度","12104","千葉県 千葉市 若葉区","","-",""
"1980100000","1980年度","12105","千葉県 千葉市 緑区","","-",""
"1980100000","1980年度","12106","千葉県 千葉市 美浜区","","-",""
"1980100000","1980年度","12202","千葉県 銚子市","","89,416",""
"1980100000","1980年度","12203","千葉県 市川市","","364,244",""
"1980100000","1980年度","12204","千葉県 船橋市","","479,439",""
"1980100000","1980年度","12205","千葉県 館山市","","56,257",""
"1980100000","1980年度","12206","千葉県 木更津市","","110,711",""
"1980100000","1980年度","12207","千葉県 松戸市","","400,863",""
"1980100000","1980年度","12208","千葉県 野田市","","112,753",""
"1980100000","1980年度","12210","千葉県 茂原市","","71,521",""
"1980100000","1980年度","12211","千葉県 成田市","","85,897",""
"1980100000","1980年度","12212","千葉県 佐倉市","","101,180",""
"1980100000","1980年度","12213","千葉県 東金市","","35,603",""
"1980100000","1980年度","12215","千葉県 旭市","","65,405",""
"1980100000","1980年度","12216","千葉県 習志野市","","125,155",""
"1980100000","1980年度","12217","千葉県 柏市","","272,904",""
"1980100000","1980年度","12218","千葉県 勝浦市","","25,462",""
"1980100000","1980年度","12219","千葉県 市原市","","216,394",""
"1980100000","1980年度","12220","千葉県 流山市","","106,635",""
"1980100000","1980年度","12221","千葉県 八千代市","","134,479",""
"1980100000","1980年度","12222","千葉県 我孫子市","","101,061",""
"1980100000","1980年度","12223","千葉県 鴨川市","","41,159",""
"1980100000","1980年度","12224","千葉県 鎌ケ谷市","","76,157",""
"1980100000","1980年度","12225","千葉県 君津市","","77,286",""
"1980100000","1980年度","12226","千葉県 富津市","","56,102",""
"1980100000","1980年度","12227","千葉県 浦安市","","64,673",""
"1980100000","1980年度","12228","千葉県 四街道市","","59,236",""
"1980100000","1980年度","12229","千葉県 袖ケ浦市","","38,837",""
"1980100000","1980年度","12230","千葉県 八街市","","31,939",""
"1980100000","1980年度","12231","千葉県 印西市","","29,970",""
"1980100000","1980年度","12232","千葉県 白井市","","24,974",""
"1980100000","1980年度","12233","千葉県 富里市","","23,315",""
"1980100000","1980年度","12234","千葉県 南房総市","","55,652",""
"1980100000","1980年度","12235","千葉県 匝瑳市","","41,160",""
"1980100000","1980年度","12236","千葉県 香取市","","92,048",""
"1980100000","1980年度","12237","千葉県 山武市","","43,954",""
"1980100000","1980年度","12238","千葉県 いすみ市","","42,816",""
"1980100000","1980年度","12239","千葉県 大網白里市","","25,802",""
"1980100000","1980年度","12322","千葉県 酒々井町","","12,807",""
"1980100000","1980年度","12329","千葉県 栄町","","9,553",""
"1980100000","1980年度","12342","千葉県 神崎町","","5,645",""
"1980100000","1980年度","12347","千葉県 多古町","","17,133",""
"1980100000","1980年度","12349","千葉県 東庄町","","18,205",""
"1980100000","1980年度","12403","千葉県 九十九里町","","18,037",""
"1980100000","1980年度","12409","千葉県 芝山町","","7,971",""
"1980100000","1980年度","12410","千葉県 横芝光町","","25,387",""
"1980100000","1980年度","12421","千葉県 一宮町","","10,486",""
"1980100000","1980年度","12422","千葉県 睦沢町","","7,551",""
"1980100000","1980年度","12423","千葉県 長生村","","10,132",""
"1980100000","1980年度","12424","千葉県 白子町","","11,691",""
"1980100000","1980年度","12426","千葉県 長柄町","","7,487",""
"1980100000","1980年度","12427","千葉県 長南町","","11,509",""
"1980100000","1980年度","12441","千葉県 大多喜町","","13,612",""
"1980100000","1980年度","12443","千葉県 御宿町","","8,486",""
"1980100000","1980年度","12463","千葉県 鋸南町","","12,843",""
"1980100000","1980年度","13101","東京都 千代田区","","54,801",""
"1980100000","1980年度","13102","東京都 中央区","","82,700",""
"1980100000","1980年度","13103","東京都 港区","","201,257",""
"1980100000","1980年度","13104","東京都 新宿区","","343,928",""
"1980100000","1980年度","13105","東京都 文京区","","202,351",""
"1980100000","1980年度","13106","東京都 台東区","","186,048",""
"1980100000","1980年度","13107","東京都 墨田区","","232,796",""
"1980100000","1980年度","13108","東京都 江東区","","362,270",""
"1980100000","1980年度","13109","東京都 品川区","","346,247",""
"1980100000","1980年度","13110","東京都 目黒区","","273,791",""
"1980100000","1980年度","13111","東京都 大田区","","661,147",""
"1980100000","1980年度","13112","東京都 世田谷区","","797,292",""
"1980100000","1980年度","13113","東京都 渋谷区","","247,035",""
"1980100000","1980年度","13114","東京都 中野区","","345,733",""
"1980100000","1980年度","13115","東京都 杉並区","","542,449",""
"1980100000","1980年度","13116","東京都 豊島区","","288,626",""
"1980100000","1980年度","13117","東京都 北区","","387,458",""
"1980100000","1980年度","13118","東京都 荒川区","","198,126",""
"1980100000","1980年度","13119","東京都 板橋区","","498,266",""
"1980100000","1980年度","13120","東京都 練馬区","","564,156",""
"1980100000","1980年度","13121","東京都 足立区","","619,961",""
"1980100000","1980年度","13122","東京都 葛飾区","","420,187",""
"1980100000","1980年度","13123","東京都 江戸川区","","495,231",""
"1980100000","1980年度","13201","東京都 八王子市","","387,178",""
"1980100000","1980年度","13202","東京都 立川市","","142,675",""
"1980100000","1980年度","13203","東京都 武蔵野市","","136,910",""
"1980100000","1980年度","13204","東京都 三鷹市","","164,526",""
"1980100000","1980年度","13205","東京都 青梅市","","98,990",""
"1980100000","1980年度","13206","東京都 府中市","","192,198",""
"1980100000","1980年度","13207","東京都 昭島市","","89,344",""
"1980100000","1980年度","13208","東京都 調布市","","180,548",""
"1980100000","1980年度","13209","東京都 町田市","","295,405",""
"1980100000","1980年度","13210","東京都 小金井市","","102,456",""
"1980100000","1980年度","13211","東京都 小平市","","154,610",""
"1980100000","1980年度","13212","東京都 日野市","","145,448",""
"1980100000","1980年度","13213","東京都 東村山市","","119,363",""
"1980100000","1980年度","13214","東京都 国分寺市","","91,010",""
"1980100000","1980年度","13215","東京都 国立市","","64,144",""
"1980100000","1980年度","13218","東京都 福生市","","48,694",""
"1980100000","1980年度","13219","東京都 狛江市","","70,836",""
"1980100000","1980年度","13220","東京都 東大和市","","65,553",""
"1980100000","1980年度","13221","東京都 清瀬市","","61,913",""
"1980100000","1980年度","13222","東京都 東久留米市","","106,556",""
"1980100000","1980年度","13223","東京都 武蔵村山市","","57,198",""
"1980100000","1980年度","13224","東京都 多摩市","","95,248",""
"1980100000","1980年度","13225","東京都 稲城市","","48,154",""
"1980100000","1980年度","13227","東京都 羽村市","","42,017",""
"1980100000","1980年度","13228","東京都 あきる野市","","62,810",""
"1980100000","1980年度","13229","東京都 西東京市","","158,235",""
"1980100000","1980年度","13303","東京都 瑞穂町","","22,803",""
"1980100000","1980年度","13305","東京都 日の出町","","13,854",""
"1980100000","1980年度","13307","東京都 檜原村","","4,230",""
"1980100000","1980年度","13308","東京都 奥多摩町","","9,808",""
"1980100000","1980年度","13361","東京都 大島町","","10,734",""
"1980100000","1980年度","13362","東京都 利島村","","278",""
"1980100000","1980年度","13363","東京都 新島村","","3,684",""
"1980100000","1980年度","13364","東京都 神津島村","","2,210",""
"1980100000","1980年度","13381","東京都 三宅村","","4,228",""
"1980100000","1980年度","13382","東京都 御蔵島村","","225",""
"1980100000","1980年度","13401","東京都 八丈町","","10,244",""
"1980100000","1980年度","13402","東京都 青ヶ島村","","192",""
"1980100000","1980年度","13421","東京都 小笠原村","","1,879",""
"1980100000","1980年度","14100","神奈川県 横浜市","","2,773,674",""
"1980100000","1980年度","14101","神奈川県 横浜市 鶴見区","","231,477",""
"1980100000","1980年度","14102","神奈川県 横浜市 神奈川区","","201,794",""
"1980100000","1980年度","14103","神奈川県 横浜市 西区","","80,539",""
"1980100000","1980年度","14104","神奈川県 横浜市 中区","","121,476",""
"1980100000","1980年度","14105","神奈川県 横浜市 南区","","192,020",""
"1980100000","1980年度","14106","神奈川県 横浜市 保土ケ谷区","","179,860",""
"1980100000","1980年度","14107","神奈川県 横浜市 磯子区","","156,586",""
"1980100000","1980年度","14108","神奈川県 横浜市 金沢区","","154,687",""
"1980100000","1980年度","14109","神奈川県 横浜市 港北区","","265,506",""
"1980100000","1980年度","14110","神奈川県 横浜市 戸塚区","","402,239",""
"1980100000","1980年度","14111","神奈川県 横浜市 港南区","","185,713",""
"1980100000","1980年度","14112","神奈川県 横浜市 旭区","","210,887",""
"1980100000","1980年度","14113","神奈川県 横浜市 緑区","","289,766",""
"1980100000","1980年度","14114","神奈川県 横浜市 瀬谷区","","101,124",""
"1980100000","1980年度","14130","神奈川県 川崎市","","1,040,802",""
"1980100000","1980年度","14131","神奈川県 川崎市 川崎区","","199,148",""
"1980100000","1980年度","14132","神奈川県 川崎市 幸区","","138,585",""
"1980100000","1980年度","14133","神奈川県 川崎市 中原区","","185,283",""
"1980100000","1980年度","14134","神奈川県 川崎市 高津区","","283,996",""
"1980100000","1980年度","14135","神奈川県 川崎市 多摩区","","233,790",""
"1980100000","1980年度","14150","神奈川県 相模原市","","494,255",""
"1980100000","1980年度","14151","神奈川県 相模原市 緑区","","-",""
"1980100000","1980年度","14152","神奈川県 相模原市 中央区","","-",""
"1980100000","1980年度","14153","神奈川県 相模原市 南区","","-",""
"1980100000","1980年度","14201","神奈川県 横須賀市","","421,107",""
"1980100000","1980年度","14203","神奈川県 平塚市","","214,293",""
"1980100000","1980年度","14204","神奈川県 鎌倉市","","172,629",""
"1980100000","1980年度","14205","神奈川県 藤沢市","","300,248",""
"1980100000","1980年度","14206","神奈川県 小田原市","","177,467",""
"1980100000","1980年度","14207","神奈川県 茅ヶ崎市","","171,016",""
"1980100000","1980年度","14208","神奈川県 逗子市","","58,479",""
"1980100000","1980年度","14210","神奈川県 三浦市","","48,687",""
"1980100000","1980年度","14211","神奈川県 秦野市","","123,133",""
"1980100000","1980年度","14212","神奈川県 厚木市","","145,392",""
"1980100000","1980年度","14213","神奈川県 大和市","","167,935",""
"1980100000","1980年度","14214","神奈川県 伊勢原市","","70,052",""
"1980100000","1980年度","14215","神奈川県 海老名市","","77,498",""
"1980100000","1980年度","14216","神奈川県 座間市","","93,503",""
"1980100000","1980年度","14217","神奈川県 南足柄市","","39,919",""
"1980100000","1980年度","14218","神奈川県 綾瀬市","","65,078",""
"1980100000","1980年度","14301","神奈川県 葉山町","","28,359",""
"1980100000","1980年度","14321","神奈川県 寒川町","","36,417",""
"1980100000","1980年度","14341","神奈川県 大磯町","","29,931",""
"1980100000","1980年度","14342","神奈川県 二宮町","","27,221",""
"1980100000","1980年度","14361","神奈川県 中井町","","8,626",""
"1980100000","1980年度","14362","神奈川県 大井町","","12,832",""
"1980100000","1980年度","14363","神奈川県 松田町","","12,601",""
"1980100000","1980年度","14364","神奈川県 山北町","","13,803",""
"1980100000","1980年度","14366","神奈川県 開成町","","10,673",""
"1980100000","1980年度","14382","神奈川県 箱根町","","19,882",""
"1980100000","1980年度","14383","神奈川県 真鶴町","","9,968",""
"1980100000","1980年度","14384","神奈川県 湯河原町","","25,456",""
"1980100000","1980年度","14401","神奈川県 愛川町","","29,873",""
"1980100000","1980年度","14402","神奈川県 清川村","","3,539",""
"1980100000","1980年度","15100","新潟県 新潟市","","730,733",""
"1980100000","1980年度","15101","新潟県 新潟市 北区","","-",""
"1980100000","1980年度","15102","新潟県 新潟市 東区","","-",""
"1980100000","1980年度","15103","新潟県 新潟市 中央区","","-",""
"1980100000","1980年度","15104","新潟県 新潟市 江南区","","-",""
"1980100000","1980年度","15105","新潟県 新潟市 秋葉区","","-",""
"1980100000","1980年度","15106","新潟県 新潟市 南区","","-",""
"1980100000","1980年度","15107","新潟県 新潟市 西区","","-",""
"1980100000","1980年度","15108","新潟県 新潟市 西蒲区","","-",""
"1980100000","1980年度","15202","新潟県 長岡市","","289,234",""
"1980100000","1980年度","15204","新潟県 三条市","","109,429",""
"1980100000","1980年度","15205","新潟県 柏崎市","","95,892",""
"1980100000","1980年度","15206","新潟県 新発田市","","102,134",""
"1980100000","1980年度","15208","新潟県 小千谷市","","44,963",""
"1980100000","1980年度","15209","新潟県 加茂市","","36,705",""
"1980100000","1980年度","15210","新潟県 十日町市","","78,791",""
"1980100000","1980年度","15211","新潟県 見附市","","41,833",""
"1980100000","1980年度","15212","新潟県 村上市","","80,206",""
"1980100000","1980年度","15213","新潟県 燕市","","82,984",""
"1980100000","1980年度","15216","新潟県 糸魚川市","","61,488",""
"1980100000","1980年度","15217","新潟県 妙高市","","41,980",""
"1980100000","1980年度","15218","新潟県 五泉市","","62,516",""
"1980100000","1980年度","15222","新潟県 上越市","","216,320",""
"1980100000","1980年度","15223","新潟県 阿賀野市","","47,490",""
"1980100000","1980年度","15224","新潟県 佐渡市","","84,942",""
"1980100000","1980年度","15225","新潟県 魚沼市","","48,482",""
"1980100000","1980年度","15226","新潟県 南魚沼市","","62,830",""
"1980100000","1980年度","15227","新潟県 胎内市","","35,605",""
"1980100000","1980年度","15307","新潟県 聖籠町","","12,232",""
"1980100000","1980年度","15342","新潟県 弥彦村","","7,910",""
"1980100000","1980年度","15361","新潟県 田上町","","11,396",""
"1980100000","1980年度","15385","新潟県 阿賀町","","20,280",""
"1980100000","1980年度","15405","新潟県 出雲崎町","","7,048",""
"1980100000","1980年度","15461","新潟県 湯沢町","","9,514",""
"1980100000","1980年度","15482","新潟県 津南町","","13,841",""
"1980100000","1980年度","15504","新潟県 刈羽村","","5,346",""
"1980100000","1980年度","15581","新潟県 関川村","","8,638",""
"1980100000","1980年度","15586","新潟県 粟島浦村","","595",""
"1980100000","1980年度","16201","富山県 富山市","","391,554",""
"1980100000","1980年度","16202","富山県 高岡市","","186,900",""
"1980100000","1980年度","16204","富山県 魚津市","","49,512",""
"1980100000","1980年度","16205","富山県 氷見市","","62,413",""
"1980100000","1980年度","16206","富山県 滑川市","","30,744",""
"1980100000","1980年度","16207","富山県 黒部市","","43,096",""
"1980100000","1980年度","16208","富山県 砺波市","","43,530",""
"1980100000","1980年度","16209","富山県 小矢部市","","36,497",""
"1980100000","1980年度","16210","富山県 南砺市","","66,844",""
"1980100000","1980年度","16211","富山県 射水市","","91,317",""
"1980100000","1980年度","16321","富山県 舟橋村","","1,360",""
"1980100000","1980年度","16322","富山県 上市町","","24,028",""
"1980100000","1980年度","16323","富山県 立山町","","27,870",""
"1980100000","1980年度","16342","富山県 入善町","","29,163",""
"1980100000","1980年度","16343","富山県 朝日町","","18,631",""
"1980100000","1980年度","17201","石川県 金沢市","","417,684",""
"1980100000","1980年度","17202","石川県 七尾市","","69,945",""
"1980100000","1980年度","17203","石川県 小松市","","104,329",""
"1980100000","1980年度","17204","石川県 輪島市","","45,115",""
"1980100000","1980年度","17205","石川県 珠洲市","","27,351",""
"1980100000","1980年度","17206","石川県 加賀市","","77,335",""
"1980100000","1980年度","17207","石川県 羽咋市","","28,784",""
"1980100000","1980年度","17209","石川県 かほく市","","34,106",""
"1980100000","1980年度","17210","石川県 白山市","","81,286",""
"1980100000","1980年度","17211","石川県 能美市","","37,253",""
"1980100000","1980年度","17212","石川県 野々市市","","31,817",""
"1980100000","1980年度","17324","石川県 川北町","","4,256",""
"1980100000","1980年度","17361","石川県 津幡町","","23,682",""
"1980100000","1980年度","17365","石川県 内灘町","","20,814",""
"1980100000","1980年度","17384","石川県 志賀町","","30,636",""
"1980100000","1980年度","17386","石川県 宝達志水町","","17,115",""
"1980100000","1980年度","17407","石川県 中能登町","","22,475",""
"1980100000","1980年度","17461","石川県 穴水町","","14,044",""
"1980100000","1980年度","17463","石川県 能登町","","31,277",""
"1980100000","1980年度","18201","福井県 福井市","","259,638",""
"1980100000","1980年度","18202","福井県 敦賀市","","61,844",""
"1980100000","1980年度","18204","福井県 小浜市","","34,049",""
"1980100000","1980年度","18205","福井県 大野市","","43,379",""
"1980100000","1980年度","18206","福井県 勝山市","","30,852",""
"1980100000","1980年度","18207","福井県 鯖江市","","59,579",""
"1980100000","1980年度","18208","福井県 あわら市","","30,975",""
"1980100000","1980年度","18209","福井県 越前市","","81,942",""
"1980100000","1980年度","18210","福井県 坂井市","","75,983",""
"1980100000","1980年度","18322","福井県 永平寺町","","19,667",""
"1980100000","1980年度","18382","福井県 池田町","","4,510",""
"1980100000","1980年度","18404","福井県 南越前町","","13,820",""
"1980100000","1980年度","18423","福井県 越前町","","25,992",""
"1980100000","1980年度","18442","福井県 美浜町","","13,036",""
"1980100000","1980年度","18481","福井県 高浜町","","11,818",""
"1980100000","1980年度","18483","福井県 おおい町","","9,156",""
"1980100000","1980年度","18501","福井県 若狭町","","18,114",""
